"_mkv_child",description,"rule_name_short","splunk_app","tactic_id","tactic_name",technique,"technique_id","technique_name"
0,"Triggered when a user accesses a number of systems and that number increases systematically over time. This is a lead indicator of a possible lateral movement threat.","Suspicious Network Exploration","Splunk User Behavior Analytics","TA0008
TA0011","Lateral Movement
Command and Control","TA0008;Lateral Movement;Remote File Copy",T1105,"Remote File Copy
Remote File Copy"
1,"Triggered when a user accesses a number of systems and that number increases systematically over time. This is a lead indicator of a possible lateral movement threat.","Suspicious Network Exploration","Splunk User Behavior Analytics","TA0008
TA0011","Lateral Movement
Command and Control","TA0011;Command and Control;Remote File Copy",T1105,"Remote File Copy
Remote File Copy"
0,"Triggered when a user accesses a box resource for the first time. This anomaly is based on an individual user's baseline. ","Suspicious New Access","Splunk User Behavior Analytics",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Other Network Medium",T1011,"Exfiltration Over Other Network Medium"
0,"Triggered when a possible malicious powershell command is executed. This anomaly contains detection methods that inspect endpoint and Windows event logs looking for suspicious commands (e.g., base64 encoded powershell commands).","Suspicious Powershell Activity","Splunk User Behavior Analytics",TA0002,Execution,"TA0002;Execution;PowerShell",T1086,PowerShell
0,"Triggered when an account with administrator privledges logs in (event code 4672) and is associated with another user logging in within the same time period.","Suspicious Privilege Escalation","Splunk User Behavior Analytics",TA0002,Execution,"TA0002;Execution;PowerShell",T1086,PowerShell
0,"Triggered when an account with administrator privledges logs in (event code 4672) and is associated with another user logging in within the same time period.","Suspicious Privilege Escalation","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Triggered when an account with administrator privledges logs in (event code 4672) and is associated with another user logging in within the same time period.","Suspicious Privilege Escalation","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Triggered when an account with administrator privledges logs in (event code 4672) and is associated with another user logging in within the same time period.","Suspicious Privilege Escalation","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Triggered when an account with administrator privledges logs in (event code 4672) and is associated with another user logging in within the same time period.","Suspicious Privilege Escalation","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"Triggered when a user has an abnormal login time of day or day of week. This is based on the user's rolling baseline.","Unusual Activity Time","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"Triggered when a user has an abnormal login time of day or day of week. This is based on the user's rolling baseline.","Unusual Activity Time","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"Triggered when a user has an abnormal login time of day or day of week. This is based on the user's rolling baseline.","Unusual Activity Time","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"Triggered when a user has an abnormal login time of day or day of week. This is based on the user's rolling baseline.","Unusual Activity Time","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"Triggered when a badge attempts to access a badge reader that it has historically not accessed. This is based on location and the badge (or user) baseline history.","Unusual Badge Reader Access","Splunk User Behavior Analytics",,,"",T1360,
0,"Triggered on a large number of deletes from a cloud file storage system. This anomaly looks at the enterprise average for a historical baseline.","Unusual Cloud Storage Deletions","Splunk User Behavior Analytics",TA0040,Impact,"TA0040;Impact;Data Destruction",T1485,"Data Destruction"
0,"Triggered on a large number of file/directory downloads from a cloud file storage system. This is specifically the number of downloads not the size of the downloads. This anomaly looks at the enterprise afverage for a historical baseline.","Unusual Cloud Storage Downloads","Splunk User Behavior Analytics",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Other Network Medium",T1011,"Exfiltration Over Other Network Medium"
0,"Triggered when a user accesses a new file type or extension. This is based on a user's previous history and/or peer group activity.","Unusual File Extension","Splunk User Behavior Analytics",TA0040,Impact,"TA0040;Impact;Data Encrypted for Impact",T1486,"Data Encrypted for Impact"
0,"Triggered when a user accesses a new file type or extension. This is based on a user's previous history and/or peer group activity.","Unusual File Extension","Splunk User Behavior Analytics",TA0001,"Initial Access","TA0001;Initial Access;Spearphishing Attachment",T1193,"Spearphishing Attachment"
0,"Triggered when an organziation, user, device, or peer group generates network traffic destined for a rare or unique Country destination. This anomaly requires destinationCountry (or similar) to be populated.","Unusual Geolocation of Communication Destination","Splunk User Behavior Analytics",TA0011,"Command and Control","TA0011;Command and Control;Standard Application Layer Protocol",T1071,"Standard Application Layer Protocol"
0,"Triggered when an organziation, user, device, or peer group generates network traffic destined for a rare or unique Country destination. This anomaly requires destinationCountry (or similar) to be populated.","Unusual Geolocation of Communication Destination","Splunk User Behavior Analytics",TA0011,"Command and Control","TA0011;Command and Control;Standard Non-Application Layer Protocol",T1095,"Standard Non-Application Layer Protocol"
0,"Triggered when an organziation, user, device, or peer group generates network traffic destined for a rare or unique Country destination. This anomaly requires destinationCountry (or similar) to be populated.","Unusual Geolocation of Communication Destination","Splunk User Behavior Analytics",TA0011,"Command and Control","TA0011;Command and Control;Custom Command and Control Protocol",T1094,"Custom Command and Control Protocol"
0,"Triggered when an organziation, user, device, or peer group generates network traffic destined for a rare or unique Country destination. This anomaly requires destinationCountry (or similar) to be populated.","Unusual Geolocation of Communication Destination","Splunk User Behavior Analytics",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Alternative Protocol",T1048,"Exfiltration Over Alternative Protocol"
0,"Triggered when an organziation, user, device, or peer group generates network traffic destined for a rare or unique Country destination. This anomaly requires destinationCountry (or similar) to be populated.","Unusual Geolocation of Communication Destination","Splunk User Behavior Analytics",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Command and Control Channel",T1041,"Exfiltration Over Command and Control Channel"
0,"This anomaly contains a large number of detections for rare or unusual machine access.","Unusual Machine Access","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0001;Initial Access;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
1,"This anomaly contains a large number of detections for rare or unusual machine access.","Unusual Machine Access","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0003;Persistence;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
2,"This anomaly contains a large number of detections for rare or unusual machine access.","Unusual Machine Access","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0004;Privilege Escalation;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
3,"This anomaly contains a large number of detections for rare or unusual machine access.","Unusual Machine Access","Splunk User Behavior Analytics","TA0001
TA0003
TA0004
TA0005","Initial Access
Persistence
Privilege Escalation
Defense Evasion","TA0005;Defense Evasion;Valid Accounts",T1078,"Valid Accounts
Valid Accounts
Valid Accounts
Valid Accounts"
0,"This anomaly contains a large number of detections for rare or unusual network interaction.","Unusual Network Activity","Splunk User Behavior Analytics",TA0011,"Command and Control","TA0011;Command and Control;Custom Cryptographic Protocol",T1024,"Custom Cryptographic Protocol"
